-170-42.dsl.bell.ca.56476: Flags [P.], seq 881380:881584, ack 505, win 501, length 204
02:34:46.014919 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1014128:1014332, ack 613, win 501, length 204
02:34:46.014974 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1014332:1014536, ack 613, win 501, length 204
02:34:46.015055 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1014536:1014740, ack 613, win 501, length 204
02:34:46.015114 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1014740:1014944, ack 613, win 501, length 204
02:34:46.015150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1014944:1015148, ack 613, win 501, length 204
02:34:46.015186 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1015148:1015352, ack 613, win 501, length 204
02:34:46.015232 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1015352:1015556, ack 613, win 501, length 204
02:34:46.015278 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1015556:1015760, ack 613, win 501, length 204
02:34:46.015433 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1015760:1015964, ack 613, win 501, length 204
02:34:46.015735 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1015964:1016168, ack 613, win 501, length 204
02:34:46.015900 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1016168:1016372, ack 613, win 501, length 204
02:34:46.016002 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1016372:1016576, ack 613, win 501, length 204
02:34:46.016282 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1016576:1016780, ack 613, win 501, length 204
02:34:46.016384 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1016780:1016984, ack 613, win 501, length 204
02:34:46.016464 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1012892, win 516, length 0
02:34:46.016584 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1016984:1017340, ack 613, win 501, length 356
02:34:46.016641 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1017340:1017544, ack 613, win 501, length 204
02:34:46.016691 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1017544:1017748, ack 613, win 501, length 204
02:34:46.016807 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1017748:1017952, ack 613, win 501, length 204
02:34:46.016881 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1017952:1018156, ack 613, win 501, length 204
02:34:46.016979 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1018156:1018360, ack 613, win 501, length 204
02:34:46.017041 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1018360:1018564, ack 613, win 501, length 204
02:34:46.017108 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1018564:1018768, ack 613, win 501, length 204
02:34:46.017148 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1018768:1018972, ack 613, win 501, length 204
02:34:46.017427 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1018972:1019176, ack 613, win 501, length 204
02:34:46.017487 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1019176:1019380, ack 613, win 501, length 204
02:34:46.017536 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1019380:1019584, ack 613, win 501, length 204
02:34:46.017581 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1019584:1019788, ack 613, win 501, length 204
02:34:46.017625 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1019788:1019992, ack 613, win 501, length 204
02:34:46.017671 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1019992:1020196, ack 613, win 501, length 204
02:34:46.017763 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1020196:1020400, ack 613, win 501, length 204
02:34:46.017824 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1020400:1020604, ack 613, win 501, length 204
02:34:46.018250 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1020604:1020808, ack 613, win 501, length 204
02:34:46.018363 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1020808:1021012, ack 613, win 501, length 204
02:34:46.018421 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1021012:1021216, ack 613, win 501, length 204
02:34:46.018440 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1016168, win 516, length 0
02:34:46.018521 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1021216:1021572, ack 613, win 501, length 356
02:34:46.018570 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1021572:1021776, ack 613, win 501, length 204
02:34:46.018620 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1021776:1021980, ack 613, win 501, length 204
02:34:46.019060 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1021980:1022184, ack 613, win 501, length 204
02:34:46.019282 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1022184:1022388, ack 613, win 501, length 204
02:34:46.019352 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1022388:1022592, ack 613, win 501, length 204
02:34:46.019443 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1022592:1022796, ack 613, win 501, length 204
02:34:46.019490 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1022796:1023000, ack 613, win 501, length 204
02:34:46.019538 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1023000:1023204, ack 613, win 501, length 204
02:34:46.019593 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1023204:1023408, ack 613, win 501, length 204
02:34:46.019631 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1023408:1023612, ack 613, win 501, length 204
02:34:46.019668 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1023612:1023816, ack 613, win 501, length 204
02:34:46.019910 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1023816:1024020, ack 613, win 501, length 204
02:34:46.020084 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1024020:1024224, ack 613, win 501, length 204
02:34:46.020150 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1024224:1024428, ack 613, win 501, length 204
02:34:46.020200 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1024428:1024632, ack 613, win 501, length 204
02:34:46.020480 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1024632:1024836, ack 613, win 501, length 204
02:34:46.020730 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1024836:1025040, ack 613, win 501, length 204
02:34:46.020880 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1025040:1025244, ack 613, win 501, length 204
02:34:46.021054 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1025244:1025448, ack 613, win 501, length 204
02:34:46.021723 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1020400, win 516, length 0
02:34:46.021778 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1025448:1025652, ack 613, win 501, length 204
02:34:46.022105 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1025652:1026008, ack 613, win 501, length 356
02:34:46.022206 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1026008:1026212, ack 613, win 501, length 204
02:34:46.022295 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1026212:1026416, ack 613, win 501, length 204
02:34:46.022354 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1026416:1026620, ack 613, win 501, length 204
02:34:46.022404 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1026620:1026824, ack 613, win 501, length 204
02:34:46.022453 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1026824:1027028, ack 613, win 501, length 204
02:34:46.022501 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1027028:1027232, ack 613, win 501, length 204
02:34:46.022602 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1027232:1027436, ack 613, win 501, length 204
02:34:46.022770 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1023612, win 516, length 0
02:34:46.022818 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1027436:1027640, ack 613, win 501, length 204
02:34:46.022897 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1027640:1027996, ack 613, win 501, length 356
02:34:46.024391 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1027996:1028200, ack 613, win 501, length 204
02:34:46.024459 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1025448, win 516, length 0
02:34:46.024581 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1028200:1028556, ack 613, win 501, length 356
02:34:46.024643 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1028556:1028760, ack 613, win 501, length 204
02:34:46.024812 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1028760:1028964, ack 613, win 501, length 204
02:34:46.024911 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1028964:1029168, ack 613, win 501, length 204
02:34:46.024956 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1029168:1029372, ack 613, win 501, length 204
02:34:46.025003 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1029372:1029576, ack 613, win 501, length 204
02:34:46.025056 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1029576:1029780, ack 613, win 501, length 204
02:34:46.025103 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1029780:1029984, ack 613, win 501, length 204
02:34:46.025149 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1029984:1030188, ack 613, win 501, length 204
02:34:46.025629 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1030188:1030392, ack 613, win 501, length 204
02:34:46.025705 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1030392:1030596, ack 613, win 501, length 204
02:34:46.025815 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1027640, win 516, length 0
02:34:46.025842 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1030596:1030800, ack 613, win 501, length 204
02:34:46.025922 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1030800:1031156, ack 613, win 501, length 356
02:34:46.027753 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1031156:1031360, ack 613, win 501, length 204
02:34:46.027916 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1031360:1031564, ack 613, win 501, length 204
02:34:46.027975 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1031564:1031768, ack 613, win 501, length 204
02:34:46.028030 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1031768:1031972, ack 613, win 501, length 204
02:34:46.028074 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1031972:1032176, ack 613, win 501, length 204
02:34:46.028120 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1032176:1032380, ack 613, win 501, length 204
02:34:46.028154 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1032380:1032584, ack 613, win 501, length 204
02:34:46.028656 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1030800, win 516, length 0
02:34:46.028701 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1032584:1032788, ack 613, win 501, length 204
02:34:46.028811 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1032788:1033144, ack 613, win 501, length 356
02:34:46.029018 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1033144:1033348, ack 613, win 501, length 204
02:34:46.029059 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1033348:1033552, ack 613, win 501, length 204
02:34:46.029099 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1033552:1033756, ack 613, win 501, length 204
02:34:46.029390 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1033756:1033960, ack 613, win 501, length 204
02:34:46.029455 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1033960:1034164, ack 613, win 501, length 204
02:34:46.029509 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1034164:1034368, ack 613, win 501, length 204
02:34:46.029548 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1034368:1034572, ack 613, win 501, length 204
02:34:46.029592 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1034572:1034776, ack 613, win 501, length 204
02:34:46.029631 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1034776:1034980, ack 613, win 501, length 204
02:34:46.029673 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1034980:1035184, ack 613, win 501, length 204
02:34:46.029716 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1035184:1035388, ack 613, win 501, length 204
02:34:46.029776 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1035388:1035592, ack 613, win 501, length 204
02:34:46.029827 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1035592:1035796, ack 613, win 501, length 204
02:34:46.029893 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1035796:1036000, ack 613, win 501, length 204
02:34:46.029942 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1036000:1036204, ack 613, win 501, length 204
02:34:46.029997 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1036204:1036408, ack 613, win 501, length 204
02:34:46.030046 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1036408:1036612, ack 613, win 501, length 204
02:34:46.030095 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1036612:1036816, ack 613, win 501, length 204
02:34:46.030144 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1036816:1037020, ack 613, win 501, length 204
02:34:46.030193 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1037020:1037224, ack 613, win 501, length 204
02:34:46.030241 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1037224:1037428, ack 613, win 501, length 204
02:34:46.030400 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1037428:1037632, ack 613, win 501, length 204
02:34:46.030582 IP bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476 > comp3134-Winter2023.ssh: Flags [.], ack 1031360, win 513, length 0
02:34:46.030687 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1037632:1037988, ack 613, win 501, length 356
02:34:46.030735 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1037988:1038192, ack 613, win 501, length 204
02:34:46.030888 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1038192:1038396, ack 613, win 501, length 204
02:34:46.030939 IP comp3134-Winter2023.ssh > bras-base-toroon63ztr-grc-42-174-91-170-42.dsl.bell.ca.56476: Flags [P.], seq 1038396:1038600, ack 613, win 501, length 204
